workerid,proliferate.condition,alt_status,block_num,condition,first_response_value,item,item_number,item_type,mode,response,sentence_id,sentence_text,trial_sequence_total,wrong_attempts,error
512,Experiment Group,alternative,8,LBC,,3,,,a,0.99,3b,How many books do you read in a year?,43,,
512,Experiment Group,ungram,8,UNGRAM,,56,,,a,0.03,56f,Arriving at the when station next train is the?,44,,
512,Experiment Group,alternative,8,CSC,,14,,,a,1,14b,The boy purchased milk and what else?,45,,
512,Experiment Group,alternative,8,HDN,,24,,,a,0.98,24b,The tourist visited her favorite restaurant.,46,,
512,Experiment Group,alternative,8,SUB,,35,,,a,1,35b,The family compromised on where to go for vacation.,47,,
512,Experiment Group,gram,8,GRAM,,48,,,a,0.99,48f,Who won the award for best actor at last year's Oscar?,48,,
512,Experiment Group,ungram,9,UNGRAM,,52,,,a,0.01,52f,Do activists bribed claim officials the that the who?,49,,
512,Experiment Group,alternative,9,LBC,,1,,,a,1,1b,How many cookies did you see in the jar?,50,,
512,Experiment Group,gram,9,GRAM,,49,,,a,0.99,49f,Who is responsible for cleaning up the mess in the kitchen?,51,,
512,Experiment Group,alternative,9,HDN,,22,,,a,0.99,22b,The kitten drank all of the milk.,52,,
512,Experiment Group,alternative,9,CSC,,13,,,a,0.98,13b,The captain brought a map and what else?,53,,
512,Experiment Group,alternative,9,SUB,,31,,,a,0.99,31b,The policeman relied on his instincts to catch the thief.,54,,
512,Experiment Group,alternative,10,LBC,,5,,,a,1,5b,How many books did you fit in your locker?,55,,
512,Experiment Group,alternative,10,CSC,,15,,,a,0.99,15b,The woman listens to the Beatles and who else?,56,,
512,Experiment Group,alternative,10,SUB,,34,,,a,0.99,34b,The bride insisted on this venue for her wedding.,57,,
512,Experiment Group,gram,10,GRAM,,44,,,a,0.98,44f,How did you learn to speak French so fluently?,58,,
512,Experiment Group,alternative,10,HDN,,21,,,a,0.99,21b,The child surely ate the chocolate cake.,59,,
512,Experiment Group,ungram,10,UNGRAM,,60,,,a,0.01,60f,To recipe what I do need ingredients make this?,60,,
422,Experiment Group,,,,,,practice_good,practice_good,,0.71,,,0,0,
422,Experiment Group,,,,,,practice_bad,practice_bad,,0,,,0,0,
422,Experiment Group,gram,1,GRAM,,49,,,b,0.92,49f,Who is responsible for cleaning up the mess in the kitchen?,1,,
422,Experiment Group,alternative,1,SUB,,34,,,b,0.93,34b,The bride insisted on this venue for her wedding.,2,,
422,Experiment Group,ungram,1,UNGRAM,,55,,,b,0,55f,Lead pianist to what claim the does believe that can practice?,3,,
422,Experiment Group,alternative,1,LBC,,1,,,b,0.79,1b,How many cookies did you see in the jar?,4,,
422,Experiment Group,alternative,1,HDN,,22,,,b,0.81,22b,The kitten drank all of the milk.,5,,
422,Experiment Group,alternative,1,CSC,,15,,,b,0.62,15b,The woman listens to the Beatles and who else?,6,,
422,Experiment Group,ungram,2,UNGRAM,,60,,,b,0.1,60f,To recipe what I do need ingredients make this?,7,,
422,Experiment Group,alternative,2,LBC,,2,,,b,0.93,2b,How many pills do you take in a day?,8,,
422,Experiment Group,alternative,2,CSC,,14,,,b,0.86,14b,The boy purchased milk and what else?,9,,
422,Experiment Group,gram,2,GRAM,,45,,,b,0.99,45f,When will the new product be released?,10,,
422,Experiment Group,alternative,2,SUB,,35,,,b,0.85,35b,The family compromised on where to go for vacation.,11,,
422,Experiment Group,alternative,2,HDN,,25,,,b,0.94,25b,The citizens voted on the new bill.,12,,
422,Experiment Group,gram,3,GRAM,,46,,,b,0.95,46f,Where did you find the missing keys?,13,,
422,Experiment Group,alternative,3,CSC,,13,,,b,0.78,13b,The captain brought a map and what else?,14,,
422,Experiment Group,alternative,3,HDN,,21,,,b,0.7,21b,The child surely ate the chocolate cake.,15,,
422,Experiment Group,ungram,3,UNGRAM,,59,,,b,0.07,59f,Of charge the who in is organizing charity event?,16,,
422,Experiment Group,alternative,3,SUB,,33,,,b,1,33b,The committee agreed on the budget for the park.,17,,
422,Experiment Group,alternative,3,LBC,,3,,,b,0.95,3b,How many books do you read in a year?,18,,
422,Experiment Group,gram,4,GRAM,,43,,,b,1,43f,What are you planning to do this weekend?,19,,
422,Experiment Group,ungram,4,UNGRAM,,56,,,b,0.08,56f,Arriving at the when station next train is the?,20,,
422,Experiment Group,alternative,4,CSC,,12,,,b,0.62,12b,The critic dislikes the actor and who else?,21,,
422,Experiment Group,alternative,4,HDN,,23,,,b,0.86,23b,The boy plays videogames every day.,22,,
422,Experiment Group,alternative,4,SUB,,32,,,b,0.88,32b,The group decided on a restaurant for dinner.,23,,
422,Experiment Group,alternative,4,LBC,,4,,,b,0.83,4b,How many dogs did they see at the park?,24,,
422,Experiment Group,alternative,5,HDN,,24,,,b,0.89,24b,The tourist visited her favorite restaurant.,25,,
422,Experiment Group,alternative,5,CSC,,11,,,b,0.75,11b,The farmer harvested corn and what else?,26,,
422,Experiment Group,alternative,5,LBC,,5,,,b,0.81,5b,How many books did you fit in your locker?,27,,
422,Experiment Group,alternative,5,SUB,,31,,,b,0.9,31b,The policeman relied on his instincts to catch the thief.,28,,
422,Experiment Group,gram,5,GRAM,,46,,,b,0.96,46f,Where did you find the missing keys?,29,,
422,Experiment Group,ungram,5,UNGRAM,,55,,,b,0.09,55f,Lead pianist to what claim the does believe that can practice?,30,,
422,Experiment Group,target,6,CSC,,12,,,b,0.21,12a,Who does the critic dislike the actor and?,31,,
422,Experiment Group,ungram,6,UNGRAM,,53,,,b,0.05,53f,Special commander does spy the initiated the what believe that?,32,,
422,Experiment Group,target,6,SUB,,35,,,b,0.49,35a,The family compromised for where to go for vacation.,33,,
422,Experiment Group,gram,6,GRAM,,46,,,b,0.93,46f,Where did you find the missing keys?,34,,
422,Experiment Group,target,6,LBC,,5,,,b,0.09,5a,How many did you fit in your locker books?,35,,
422,Experiment Group,target,6,HDN,,24,,,b,0.25,24a,The tourist her favorite restaurant visited.,36,,
422,Experiment Group,target,7,HDN,,21,,,b,0.19,21a,The child surely the chocolate cake ate.,37,,
422,Experiment Group,ungram,7,UNGRAM,,52,,,b,0.05,52f,Do activists bribed claim officials the that the who?,38,,
422,Experiment Group,target,7,CSC,,11,,,b,0.18,11a,What did the farmer harvest corn and?,39,,
422,Experiment Group,gram,7,GRAM,,47,,,b,0.88,47f,Where did you go for your last vacation?,40,,
422,Experiment Group,target,7,SUB,,34,,,b,0.46,34a,The bride insisted for this venue for her wedding.,41,,
422,Experiment Group,target,7,LBC,,4,,,b,0.21,4a,How many did they see dogs at the park?,42,,
422,Experiment Group,gram,8,GRAM,,42,,,b,0.77,42f,Why did the price of groceries increase suddenly?,43,,
422,Experiment Group,target,8,HDN,,22,,,b,0.2,22a,The kitten all of the milk drank.,44,,
422,Experiment Group,target,8,LBC,,2,,,b,0.2,2a,How many do you take pills in a day?,45,,
422,Experiment Group,ungram,8,UNGRAM,,51,,,b,0.08,51f,Mechanic the that can power biofuel the does believe what?,46,,
422,Experiment Group,target,8,CSC,,14,,,b,0.1,14a,What did the boy purchase milk and?,47,,
422,Experiment Group,target,8,SUB,,33,,,b,0.48,33a,The committee agreed for the budget for the park.,48,,
422,Experiment Group,target,9,SUB,,32,,,b,0.49,32a,The group decided for a restaurant for dinner.,49,,
422,Experiment Group,target,9,LBC,,3,,,b,0.26,3a,How many do you read books in a year?,50,,
422,Experiment Group,target,9,CSC,,15,,,b,0.15,15a,Who does the woman listen to the Beatles and?,51,,
422,Experiment Group,gram,9,GRAM,,47,,,b,0.79,47f,Where did you go for your last vacation?,52,,
422,Experiment Group,ungram,9,UNGRAM,,52,,,b,0.11,52f,Do activists bribed claim officials the that the who?,53,,
422,Experiment Group,target,9,HDN,,25,,,b,0.11,25a,The citizens the new bill voted on.,54,,
422,Experiment Group,target,10,LBC,,1,,,b,0.09,1a,How many did you see cookies in the jar?,55,,
422,Experiment Group,target,10,SUB,,31,,,b,0.1,31a,The policeman relied for his instincts to catch the thief.,56,,
422,Experiment Group,target,10,CSC,,13,,,b,0.42,13a,What did the captain bring a map and?,57,,
422,Experiment Group,ungram,10,UNGRAM,,52,,,b,0.03,52f,Do activists bribed claim officials the that the who?,58,,
422,Experiment Group,gram,10,GRAM,,44,,,b,0.86,44f,How did you learn to speak French so fluently?,59,,
422,Experiment Group,target,10,HDN,,23,,,b,0.26,23a,The boy video games plays every day.,60,,
380,Experiment Group,,,,,,practice_good,practice_good,,1,,,0,0,
380,Experiment Group,,,,,,practice_bad,practice_bad,,0,,,0,0,
380,Experiment Group,alternative,1,HDN,,24,,,b,1,24b,The tourist visited her favorite restaurant.,1,,
380,Experiment Group,ungram,1,UNGRAM,,56,,,b,0,56f,Arriving at the when station next train is the?,2,,
380,Experiment Group,alternative,1,CSC,,12,,,b,0.35,12b,The critic dislikes the actor and who else?,3,,
380,Experiment Group,alternative,1,SUB,,32,,,b,0.82,32b,The group decided on a restaurant for dinner.,4,,
380,Experiment Group,alternative,1,LBC,,4,,,b,1,4b,How many dogs did they see at the park?,5,,
380,Experiment Group,gram,1,GRAM,,48,,,b,1,48f,Who won the award for best actor at last year's Oscar?,6,,
380,Experiment Group,gram,2,GRAM,,42,,,b,1,42f,Why did the price of groceries increase suddenly?,7,,
380,Experiment Group,ungram,2,UNGRAM,,51,,,b,0,51f,Mechanic the that can power biofuel the does believe what?,8,,
380,Experiment Group,alternative,2,CSC,,11,,,b,0.48,11b,The farmer harvested corn and what else?,9,,
380,Experiment Group,alternative,2,HDN,,23,,,b,1,23b,The boy plays videogames every day.,10,,
380,Experiment Group,alternative,2,SUB,,33,,,b,1,33b,The committee agreed on the budget for the park.,11,,
380,Experiment Group,alternative,2,LBC,,3,,,b,1,3b,How many books do you read in a year?,12,,
380,Experiment Group,alternative,3,HDN,,25,,,b,1,25b,The citizens voted on the new bill.,13,,
380,Experiment Group,alternative,3,LBC,,2,,,b,1,2b,How many pills do you take in a day?,14,,
380,Experiment Group,ungram,3,UNGRAM,,54,,,b,0,54f,Believe the does killed claim that who detective the poison?,15,,
380,Experiment Group,alternative,3,SUB,,34,,,b,1,34b,The bride insisted on this venue for her wedding.,16,,
380,Experiment Group,alternative,3,CSC,,15,,,b,0.93,15b,The woman listens to the Beatles and who else?,17,,
380,Experiment Group,gram,3,GRAM,,41,,,b,1,41f,Who is going to the party tonight?,18,,
380,Experiment Group,alternative,4,SUB,,31,,,b,1,31b,The policeman relied on his instincts to catch the thief.,19,,
380,Experiment Group,alternative,4,LBC,,5,,,b,1,5b,How many books did you fit in your locker?,20,,
380,Experiment Group,ungram,4,UNGRAM,,57,,,b,0,57f,What the neighborhood the outage in caused sudden power?,21,,
380,Experiment Group,alternative,4,HDN,,22,,,b,1,22b,The kitten drank all of the milk.,22,,
380,Experiment Group,gram,4,GRAM,,48,,,b,1,48f,Who won the award for best actor at last year's Oscar?,23,,
380,Experiment Group,alternative,4,CSC,,13,,,b,0.9,13b,The captain brought a map and what else?,24,,
380,Experiment Group,alternative,5,CSC,,14,,,b,1,14b,The boy purchased milk and what else?,25,,
380,Experiment Group,alternative,5,SUB,,35,,,b,1,35b,The family compromised on where to go for vacation.,26,,
380,Experiment Group,alternative,5,LBC,,1,,,b,1,1b,How many cookies did you see in the jar?,27,,
380,Experiment Group,ungram,5,UNGRAM,,59,,,b,0,59f,Of charge the who in is organizing charity event?,28,,
380,Experiment Group,alternative,5,HDN,,21,,,b,0.88,21b,The child surely ate the chocolate cake.,29,,
380,Experiment Group,gram,5,GRAM,,45,,,b,1,45f,When will the new product be released?,30,,
380,Experiment Group,target,6,CSC,,11,,,b,0.17,11a,What did the farmer harvest corn and?,31,,
380,Experiment Group,target,6,SUB,,34,,,b,1,34a,The bride insisted for this venue for her wedding.,32,,
380,Experiment Group,ungram,6,UNGRAM,,53,,,b,0,53f,Special commander does spy the initiated the what believe that?,33,,
380,Experiment Group,gram,6,GRAM,,50,,,b,1,50f,How did they solve the problem with the leaking roof?,34,,
380,Experiment Group,target,6,LBC,,1,,,b,0,1a,How many did you see cookies in the jar?,35,,
380,Experiment Group,target,6,HDN,,25,,,b,0,25a,The citizens the new bill voted on.,36,,
380,Experiment Group,target,7,LBC,,2,,,b,0.01,2a,How many do you take pills in a day?,37,,
380,Experiment Group,ungram,7,UNGRAM,,55,,,b,0,55f,Lead pianist to what claim the does believe that can practice?,38,,
380,Experiment Group,target,7,SUB,,33,,,b,0.89,33a,The committee agreed for the budget for the park.,39,,
380,Experiment Group,target,7,CSC,,12,,,b,0.1,12a,Who does the critic dislike the actor and?,40,,
380,Experiment Group,gram,7,GRAM,,42,,,b,0.98,42f,Why did the price of groceries increase suddenly?,41,,
380,Experiment Group,target,7,HDN,,23,,,b,0,23a,The boy video games plays every day.,42,,
380,Experiment Group,ungram,8,UNGRAM,,59,,,b,0,59f,Of charge the who in is organizing charity event?,43,,
380,Experiment Group,target,8,CSC,,13,,,b,0.17,13a,What did the captain bring a map and?,44,,
380,Experiment Group,target,8,LBC,,3,,,b,0,3a,How many do you read books in a year?,45,,
380,Experiment Group,target,8,SUB,,35,,,b,0.5,35a,The family compromised for where to go for vacation.,46,,
380,Experiment Group,target,8,HDN,,21,,,b,0,21a,The child surely the chocolate cake ate.,47,,
380,Experiment Group,gram,8,GRAM,,48,,,b,1,48f,Who won the award for best actor at last year's Oscar?,48,,
380,Experiment Group,target,9,HDN,,22,,,b,0,22a,The kitten all of the milk drank.,49,,
380,Experiment Group,target,9,SUB,,32,,,b,1,32a,The group decided for a restaurant for dinner.,50,,
380,Experiment Group,target,9,LBC,,5,,,b,0,5a,How many did you fit in your locker books?,51,,
380,Experiment Group,target,9,CSC,,14,,,b,0.4,14a,What did the boy purchase milk and?,52,,
380,Experiment Group,gram,9,GRAM,,46,,,b,1,46f,Where did you find the missing keys?,53,,
380,Experiment Group,ungram,9,UNGRAM,,52,,,b,0,52f,Do activists bribed claim officials the that the who?,54,,
380,Experiment Group,target,10,SUB,,31,,,b,0.27,31a,The policeman relied for his instincts to catch the thief.,55,,
380,Experiment Group,target,10,LBC,,4,,,b,0,4a,How many did they see dogs at the park?,56,,
380,Experiment Group,target,10,HDN,,24,,,b,0,24a,The tourist her favorite restaurant visited.,57,,
380,Experiment Group,gram,10,GRAM,,46,,,b,1,46f,Where did you find the missing keys?,58,,
380,Experiment Group,ungram,10,UNGRAM,,56,,,b,0,56f,Arriving at the when station next train is the?,59,,
380,Experiment Group,target,10,CSC,,15,,,b,0,15a,Who does the woman listen to the Beatles and?,60,,
611,Experiment Group,,,,,,practice_good,practice_good,,0.98,,,0,0,
611,Experiment Group,,,,,,practice_bad,practice_bad,,0,,,0,0,
611,Experiment Group,target,1,CSC,,12,,,a,0.22,12a,Who does the critic dislike the actor and?,1,,
611,Experiment Group,target,1,SUB,,31,,,a,0.53,31a,The policeman relied for his instincts to catch the thief.,2,,
611,Experiment Group,target,1,HDN,,21,,,a,0.1,21a,The child surely the chocolate cake ate.,3,,
611,Experiment Group,gram,1,GRAM,,43,,,a,1,43f,What are you planning to do this weekend?,4,,
611,Experiment Group,target,1,LBC,,3,,,a,0.55,3a,How many do you read books in a year?,5,,
611,Experiment Group,ungram,1,UNGRAM,,59,,,a,0,59f,Of charge the who in is organizing charity event?,6,,
611,Experiment Group,gram,2,GRAM,,43,,,a,1,43f,What are you planning to do this weekend?,7,,
611,Experiment Group,target,2,CSC,,11,,,a,0.28,11a,What did the farmer harvest corn and?,8,,
611,Experiment Group,target,2,LBC,,4,,,a,0.7,4a,How many did they see dogs at the park?,9,,
611,Experiment Group,target,2,HDN,,22,,,a,0.63,22a,The kitten all of the milk drank.,10,,
611,Experiment Group,ungram,2,UNGRAM,,55,,,a,0,55f,Lead pianist to what claim the does believe that can practice?,11,,
611,Experiment Group,target,2,SUB,,32,,,a,0.85,32a,The group decided for a restaurant for dinner.,12,,
611,Experiment Group,target,3,LBC,,2,,,a,0.68,2a,How many do you take pills in a day?,13,,
611,Experiment Group,target,3,CSC,,15,,,a,0.39,15a,Who does the woman listen to the Beatles and?,14,,
611,Experiment Group,target,3,SUB,,34,,,a,0.84,34a,The bride insisted for this venue for her wedding.,15,,
611,Experiment Group,ungram,3,UNGRAM,,60,,,a,0.09,60f,To recipe what I do need ingredients make this?,16,,
611,Experiment Group,gram,3,GRAM,,42,,,a,1,42f,Why did the price of groceries increase suddenly?,17,,
611,Experiment Group,target,3,HDN,,25,,,a,0.46,25a,The citizens the new bill voted on.,18,,
611,Experiment Group,target,4,CSC,,13,,,a,0.51,13a,What did the captain bring a map and?,19,,
611,Experiment Group,target,4,HDN,,23,,,a,0.38,23a,The boy video games plays every day.,20,,
611,Experiment Group,target,4,SUB,,33,,,a,0.88,33a,The committee agreed for the budget for the park.,21,,
611,Experiment Group,ungram,4,UNGRAM,,59,,,a,0.11,59f,Of charge the who in is organizing charity event?,22,,
611,Experiment Group,target,4,LBC,,1,,,a,0.84,1a,How many did you see cookies in the jar?,23,,
611,Experiment Group,gram,4,GRAM,,50,,,a,0.95,50f,How did they solve the problem with the leaking roof?,24,,
611,Experiment Group,target,5,HDN,,24,,,a,0.73,24a,The tourist her favorite restaurant visited.,25,,
611,Experiment Group,gram,5,GRAM,,43,,,a,1,43f,What are you planning to do this weekend?,26,,
611,Experiment Group,ungram,5,UNGRAM,,60,,,a,0.14,60f,To recipe what I do need ingredients make this?,27,,
611,Experiment Group,target,5,LBC,,5,,,a,0.65,5a,How many did you fit in your locker books?,28,,
611,Experiment Group,target,5,CSC,,14,,,a,0.44,14a,What did the boy purchase milk and?,29,,
611,Experiment Group,target,5,SUB,,35,,,a,0.85,35a,The family compromised for where to go for vacation.,30,,
611,Experiment Group,alternative,6,HDN,,23,,,a,1,23b,The boy plays videogames every day.,31,,
611,Experiment Group,alternative,6,CSC,,12,,,a,0.94,12b,The critic dislikes the actor and who else?,32,,
611,Experiment Group,ungram,6,UNGRAM,,59,,,a,0.05,59f,Of charge the who in is organizing charity event?,33,,
611,Experiment Group,gram,6,GRAM,,50,,,a,0.93,50f,How did they solve the problem with the leaking roof?,34,,
611,Experiment Group,alternative,6,SUB,,34,,,a,1,34b,The bride insisted on this venue for her wedding.,35,,
611,Experiment Group,alternative,6,LBC,,1,,,a,1,1b,How many cookies did you see in the jar?,36,,
611,Experiment Group,alternative,7,HDN,,24,,,a,1,24b,The tourist visited her favorite restaurant.,37,,
611,Experiment Group,alternative,7,LBC,,2,,,a,1,2b,How many pills do you take in a day?,38,,
611,Experiment Group,alternative,7,SUB,,31,,,a,1,31b,The policeman relied on his instincts to catch the thief.,39,,
611,Experiment Group,alternative,7,CSC,,13,,,a,0.89,13b,The captain brought a map and what else?,40,,
611,Experiment Group,ungram,7,UNGRAM,,60,,,a,0.05,60f,To recipe what I do need ingredients make this?,41,,
611,Experiment Group,gram,7,GRAM,,50,,,a,0.97,50f,How did they solve the problem with the leaking roof?,42,,
611,Experiment Group,ungram,8,UNGRAM,,60,,,a,0.04,60f,To recipe what I do need ingredients make this?,43,,
611,Experiment Group,alternative,8,HDN,,22,,,a,1,22b,The kitten drank all of the milk.,44,,
611,Experiment Group,alternative,8,CSC,,11,,,a,0.81,11b,The farmer harvested corn and what else?,45,,
611,Experiment Group,alternative,8,SUB,,32,,,a,1,32b,The group decided on a restaurant for dinner.,46,,
611,Experiment Group,gram,8,GRAM,,41,,,a,1,41f,Who is going to the party tonight?,47,,
611,Experiment Group,alternative,8,LBC,,3,,,a,1,3b,How many books do you read in a year?,48,,
611,Experiment Group,alternative,9,HDN,,21,,,a,0.98,21b,The child surely ate the chocolate cake.,49,,
611,Experiment Group,ungram,9,UNGRAM,,56,,,a,0.17,56f,Arriving at the when station next train is the?,50,,
611,Experiment Group,alternative,9,LBC,,4,,,a,1,4b,How many dogs did they see at the park?,51,,
611,Experiment Group,alternative,9,CSC,,15,,,a,0.89,15b,The woman listens to the Beatles and who else?,52,,
611,Experiment Group,gram,9,GRAM,,44,,,a,1,44f,How did you learn to speak French so fluently?,53,,
611,Experiment Group,alternative,9,SUB,,35,,,a,1,35b,The family compromised on where to go for vacation.,54,,
611,Experiment Group,alternative,10,HDN,,25,,,a,1,25b,The citizens voted on the new bill.,55,,
611,Experiment Group,alternative,10,SUB,,33,,,a,1,33b,The committee agreed on the budget for the park.,56,,
611,Experiment Group,ungram,10,UNGRAM,,54,,,a,0.04,54f,Believe the does killed claim that who detective the poison?,57,,
611,Experiment Group,alternative,10,CSC,,14,,,a,0.87,14b,The boy purchased milk and what else?,58,,
611,Experiment Group,gram,10,GRAM,,44,,,a,1,44f,How did you learn to speak French so fluently?,59,,
611,Experiment Group,alternative,10,LBC,,5,,,a,1,5b,How many books did you fit in your locker?,60,,
328,Experiment Group,,,,,,practice_good,practice_good,,0.98,,,0,0,
328,Experiment Group,,,,,,practice_bad,practice_bad,,0.1,,,0,0,
328,Experiment Group,target,1,CSC,,11,,,a,0.39,11a,What did the farmer harvest corn and?,1,,
328,Experiment Group,gram,1,GRAM,,46,,,a,1,46f,Where did you find the missing keys?,2,,
328,Experiment Group,ungram,1,UNGRAM,,56,,,a,0.1,56f,Arriving at the when station next train is the?,3,,
328,Experiment Group,target,1,SUB,,34,,,a,0.33,34a,The bride insisted for this venue for her wedding.,4,,
328,Experiment Group,target,1,HDN,,23,,,a,0.39,23a,The boy video games plays every day.,5,,
328,Experiment Group,target,1,LBC,,1,,,a,0.24,1a,How many did you see cookies in the jar?,6,,
328,Experiment Group,ungram,2,UNGRAM,,59,,,a,0,59f,Of charge the who in is organizing charity event?,7,,
328,Experiment Group,target,2,SUB,,31,,,a,0.44,31a,The policeman relied for his instincts to catch the thief.,8,,
328,Experiment Group,gram,2,GRAM,,45,,,a,0.97,45f,When will the new product be released?,9,,
328,Experiment Group,target,2,LBC,,2,,,a,0.53,2a,How many do you take pills in a day?,10,,
328,Experiment Group,target,2,HDN,,22,,,a,0.53,22a,The kitten all of the milk drank.,11,,
328,Experiment Group,target,2,CSC,,14,,,a,0.6,14a,What did the boy purchase milk and?,12,,
328,Experiment Group,target,3,SUB,,35,,,a,0.42,35a,The family compromised for where to go for vacation.,13,,
328,Experiment Group,target,3,LBC,,5,,,a,0.34,5a,How many did you fit in your locker books?,14,,
328,Experiment Group,gram,3,GRAM,,45,,,a,0.96,45f,When will the new product be released?,15,,
328,Experiment Group,target,3,CSC,,15,,,a,0.66,15a,Who does the woman listen to the Beatles and?,16,,
328,Experiment Group,target,3,HDN,,21,,,a,0.23,21a,The child surely the chocolate cake ate.,17,,
328,Experiment Group,ungram,3,UNGRAM,,56,,,a,0.03,56f,Arriving at the when station next train is the?,18,,
328,Experiment Group,target,4,LBC,,3,,,a,0.52,3a,How many do you read books in a year?,19,,
328,Experiment Group,ungram,4,UNGRAM,,60,,,a,0.18,60f,To recipe what I do need ingredients make this?,20,,
328,Experiment Group,target,4,SUB,,32,,,a,0.53,32a,The group decided for a restaurant for dinner.,21,,
328,Experiment Group,gram,4,GRAM,,48,,,a,0.82,48f,Who won the award for best actor at last year's Oscar?,22,,
328,Experiment Group,target,4,HDN,,24,,,a,0.49,24a,The tourist her favorite restaurant visited.,23,,
328,Experiment Group,target,4,CSC,,12,,,a,0.57,12a,Who does the critic dislike the actor and?,24,,
328,Experiment Group,target,5,HDN,,25,,,a,0.44,25a,The citizens the new bill voted on.,25,,
328,Experiment Group,target,5,LBC,,4,,,a,0.36,4a,How many did they see dogs at the park?,26,,
328,Experiment Group,target,5,SUB,,33,,,a,0.37,33a,The committee agreed for the budget for the park.,27,,
328,Experiment Group,gram,5,GRAM,,43,,,a,0.96,43f,What are you planning to do this weekend?,28,,
328,Experiment Group,ungram,5,UNGRAM,,56,,,a,0.09,56f,Arriving at the when station next train is the?,29,,
328,Experiment Group,target,5,CSC,,13,,,a,0.59,13a,What did the captain bring a map and?,30,,
328,Experiment Group,alternative,6,CSC,,11,,,a,0.68,11b,The farmer harvested corn and what else?,31,,
328,Experiment Group,ungram,6,UNGRAM,,59,,,a,0,59f,Of charge the who in is organizing charity event?,32,,
328,Experiment Group,gram,6,GRAM,,43,,,a,1,43f,What are you planning to do this weekend?,33,,
328,Experiment Group,alternative,6,SUB,,33,,,a,0.89,33b,The committee agreed on the budget for the park.,34,,
328,Experiment Group,alternative,6,HDN,,21,,,a,0.67,21b,The child surely ate the chocolate cake.,35,,
328,Experiment Group,alternative,6,LBC,,3,,,a,1,3b,How many books do you read in a year?,36,,
328,Experiment Group,alternative,7,SUB,,34,,,a,0.93,34b,The bride insisted on this venue for her wedding.,37,,
328,Experiment Group,ungram,7,UNGRAM,,56,,,a,0.02,56f,Arriving at the when station next train is the?,38,,
328,Experiment Group,alternative,7,HDN,,22,,,a,0.99,22b,The kitten drank all of the milk.,39,,
328,Experiment Group,alternative,7,LBC,,1,,,a,1,1b,How many cookies did you see in the jar?,40,,
328,Experiment Group,alternative,7,CSC,,12,,,a,0.6,12b,The critic dislikes the actor and who else?,41,,
328,Experiment Group,gram,7,GRAM,,49,,,a,1,49f,Who is responsible for cleaning up the mess in the kitchen?,42,,
328,Experiment Group,alternative,8,LBC,,5,,,a,1,5b,How many books did you fit in your locker?,43,,
328,Experiment Group,alternative,8,CSC,,14,,,a,0.85,14b,The boy purchased milk and what else?,44,,
328,Experiment Group,alternative,8,SUB,,32,,,a,1,32b,The group decided on a restaurant for dinner.,45,,
328,Experiment Group,gram,8,GRAM,,43,,,a,1,43f,What are you planning to do this weekend?,46,,
328,Experiment Group,ungram,8,UNGRAM,,56,,,a,0.01,56f,Arriving at the when station next train is the?,47,,
328,Experiment Group,alternative,8,HDN,,23,,,a,0.97,23b,The boy plays videogames every day.,48,,
328,Experiment Group,alternative,9,HDN,,24,,,a,0.99,24b,The tourist visited her favorite restaurant.,49,,
328,Experiment Group,ungram,9,UNGRAM,,58,,,a,0,58f,Long how does it take to airport to drive the?,50,,
328,Experiment Group,gram,9,GRAM,,48,,,a,0.96,48f,Who won the award for best actor at last year's Oscar?,51,,
328,Experiment Group,alternative,9,SUB,,35,,,a,0.98,35b,The family compromised on where to go for vacation.,52,,
328,Experiment Group,alternative,9,LBC,,4,,,a,0.98,4b,How many dogs did they see at the park?,53,,
328,Experiment Group,alternative,9,CSC,,13,,,a,0.68,13b,The captain brought a map and what else?,54,,
328,Experiment Group,alternative,10,LBC,,2,,,a,0.96,2b,How many pills do you take in a day?,55,,
328,Experiment Group,alternative,10,CSC,,15,,,a,0.98,15b,The woman listens to the Beatles and who else?,56,,
328,Experiment Group,ungram,10,UNGRAM,,55,,,a,0.04,55f,Lead pianist to what claim the does believe that can practice?,57,,
328,Experiment Group,alternative,10,HDN,,25,,,a,0.92,25b,The citizens voted on the new bill.,58,,
328,Experiment Group,alternative,10,SUB,,31,,,a,0.99,31b,The policeman relied on his instincts to catch the thief.,59,,
328,Experiment Group,gram,10,GRAM,,45,,,a,0.96,45f,When will the new product be released?,60,,
318,Experiment Group,,,,,,practice_good,practice_good,,1,,,0,0,
318,Experiment Group,,,,,,practice_bad,practice_bad,,0,,,0,0,
318,Experiment Group,alternative,1,HDN,,23,,,b,1,23b,The boy plays videogames every day.,1,,
318,Experiment Group,alternative,1,SUB,,35,,,b,1,35b,The family compromised on where to go for vacation.,2,,
318,Experiment Group,alternative,1,LBC,,1,,,b,1,1b,How many cookies did you see in the jar?,3,,
318,Experiment Group,alternative,1,CSC,,12,,,b,0.91,12b,The critic dislikes the actor and who else?,4,,
318,Experiment Group,ungram,1,UNGRAM,,60,,,b,0,60f,To recipe what I do need ingredients make this?,5,,
318,Experiment Group,gram,1,GRAM,,42,,,b,1,42f,Why did the price of groceries increase suddenly?,6,,
318,Experiment Group,alternative,2,CSC,,11,,,b,1,11b,The farmer harvested corn and what else?,7,,
318,Experiment Group,alternative,2,SUB,,32,,,b,1,32b,The group decided on a restaurant for dinner.,8,,
