workerid,proliferate.condition,alt_status,block_num,condition,first_response_value,item,item_number,item_type,mode,response,sentence_id,sentence_text,trial_sequence_total,wrong_attempts,error
260,Experiment Group,gram,9,GRAM,,43,,,b,1,43f,What are you planning to do this weekend?,50,,
260,Experiment Group,target,9,CSC,,14,,,b,0.01,14a,What did the boy purchase milk and?,51,,
260,Experiment Group,target,9,SUB,,34,,,b,0.81,34a,The bride insisted for this venue for her wedding.,52,,
260,Experiment Group,target,9,HDN,,21,,,b,0,21a,The child surely the chocolate cake ate.,53,,
260,Experiment Group,target,9,LBC,,4,,,b,0.01,4a,How many did they see dogs at the park?,54,,
260,Experiment Group,gram,10,GRAM,,45,,,b,0.99,45f,When will the new product be released?,55,,
260,Experiment Group,target,10,HDN,,23,,,b,0.01,23a,The boy video games plays every day.,56,,
260,Experiment Group,ungram,10,UNGRAM,,57,,,b,0,57f,What the neighborhood the outage in caused sudden power?,57,,
260,Experiment Group,target,10,CSC,,12,,,b,0,12a,Who does the critic dislike the actor and?,58,,
260,Experiment Group,target,10,LBC,,2,,,b,1,2a,How many do you take pills in a day?,59,,
260,Experiment Group,target,10,SUB,,31,,,b,0,31a,The policeman relied for his instincts to catch the thief.,60,,
268,Experiment Group,,,,,,practice_good,practice_good,,0.99,,,0,0,
268,Experiment Group,,,,,,practice_bad,practice_bad,,0,,,0,0,
268,Experiment Group,target,1,HDN,,24,,,a,0,24a,The tourist her favorite restaurant visited.,1,,
268,Experiment Group,ungram,1,UNGRAM,,54,,,a,0,54f,Believe the does killed claim that who detective the poison?,2,,
268,Experiment Group,target,1,CSC,,13,,,a,0,13a,What did the captain bring a map and?,3,,
268,Experiment Group,gram,1,GRAM,,47,,,a,1,47f,Where did you go for your last vacation?,4,,
268,Experiment Group,target,1,SUB,,35,,,a,1,35a,The family compromised for where to go for vacation.,5,,
268,Experiment Group,target,1,LBC,,4,,,a,0.13,4a,How many did they see dogs at the park?,6,,
268,Experiment Group,target,2,SUB,,34,,,a,1,34a,The bride insisted for this venue for her wedding.,7,,
268,Experiment Group,target,2,HDN,,22,,,a,0,22a,The kitten all of the milk drank.,8,,
268,Experiment Group,target,2,LBC,,2,,,a,0,2a,How many do you take pills in a day?,9,,
268,Experiment Group,ungram,2,UNGRAM,,51,,,a,0,51f,Mechanic the that can power biofuel the does believe what?,10,,
268,Experiment Group,target,2,CSC,,14,,,a,0.16,14a,What did the boy purchase milk and?,11,,
268,Experiment Group,gram,2,GRAM,,49,,,a,1,49f,Who is responsible for cleaning up the mess in the kitchen?,12,,
268,Experiment Group,target,3,SUB,,33,,,a,1,33a,The committee agreed for the budget for the park.,13,,
268,Experiment Group,target,3,CSC,,12,,,a,0.13,12a,Who does the critic dislike the actor and?,14,,
268,Experiment Group,ungram,3,UNGRAM,,53,,,a,0,53f,Special commander does spy the initiated the what believe that?,15,,
268,Experiment Group,target,3,LBC,,5,,,a,0.2,5a,How many did you fit in your locker books?,16,,
268,Experiment Group,gram,3,GRAM,,50,,,a,1,50f,How did they solve the problem with the leaking roof?,17,,
268,Experiment Group,target,3,HDN,,25,,,a,0.17,25a,The citizens the new bill voted on.,18,,
268,Experiment Group,ungram,4,UNGRAM,,57,,,a,0,57f,What the neighborhood the outage in caused sudden power?,19,,
268,Experiment Group,gram,4,GRAM,,47,,,a,1,47f,Where did you go for your last vacation?,20,,
268,Experiment Group,target,4,HDN,,21,,,a,0.54,21a,The child surely the chocolate cake ate.,21,,
268,Experiment Group,target,4,CSC,,15,,,a,0.22,15a,Who does the woman listen to the Beatles and?,22,,
268,Experiment Group,target,4,SUB,,32,,,a,1,32a,The group decided for a restaurant for dinner.,23,,
268,Experiment Group,target,4,LBC,,1,,,a,0.19,1a,How many did you see cookies in the jar?,24,,
268,Experiment Group,target,5,CSC,,11,,,a,0.26,11a,What did the farmer harvest corn and?,25,,
268,Experiment Group,gram,5,GRAM,,43,,,a,1,43f,What are you planning to do this weekend?,26,,
268,Experiment Group,target,5,HDN,,23,,,a,0,23a,The boy video games plays every day.,27,,
268,Experiment Group,target,5,SUB,,31,,,a,0.31,31a,The policeman relied for his instincts to catch the thief.,28,,
268,Experiment Group,target,5,LBC,,3,,,a,0.17,3a,How many do you read books in a year?,29,,
268,Experiment Group,ungram,5,UNGRAM,,54,,,a,0,54f,Believe the does killed claim that who detective the poison?,30,,
268,Experiment Group,ungram,6,UNGRAM,,59,,,a,0,59f,Of charge the who in is organizing charity event?,31,,
268,Experiment Group,alternative,6,HDN,,22,,,a,1,22b,The kitten drank all of the milk.,32,,
268,Experiment Group,alternative,6,SUB,,31,,,a,1,31b,The policeman relied on his instincts to catch the thief.,33,,
268,Experiment Group,gram,6,GRAM,,48,,,a,0.86,48f,Who won the award for best actor at last year's Oscar?,34,,
268,Experiment Group,alternative,6,LBC,,3,,,a,1,3b,How many books do you read in a year?,35,,
268,Experiment Group,alternative,6,CSC,,14,,,a,1,14b,The boy purchased milk and what else?,36,,
268,Experiment Group,alternative,7,CSC,,13,,,a,1,13b,The captain brought a map and what else?,37,,
268,Experiment Group,alternative,7,SUB,,32,,,a,1,32b,The group decided on a restaurant for dinner.,38,,
268,Experiment Group,alternative,7,LBC,,2,,,a,1,2b,How many pills do you take in a day?,39,,
268,Experiment Group,ungram,7,UNGRAM,,54,,,a,0,54f,Believe the does killed claim that who detective the poison?,40,,
268,Experiment Group,alternative,7,HDN,,21,,,a,1,21b,The child surely ate the chocolate cake.,41,,
268,Experiment Group,gram,7,GRAM,,50,,,a,1,50f,How did they solve the problem with the leaking roof?,42,,
268,Experiment Group,alternative,8,SUB,,33,,,a,1,33b,The committee agreed on the budget for the park.,43,,
268,Experiment Group,alternative,8,LBC,,4,,,a,1,4b,How many dogs did they see at the park?,44,,
268,Experiment Group,alternative,8,CSC,,12,,,a,1,12b,The critic dislikes the actor and who else?,45,,
268,Experiment Group,alternative,8,HDN,,25,,,a,1,25b,The citizens voted on the new bill.,46,,
268,Experiment Group,gram,8,GRAM,,43,,,a,1,43f,What are you planning to do this weekend?,47,,
268,Experiment Group,ungram,8,UNGRAM,,54,,,a,0,54f,Believe the does killed claim that who detective the poison?,48,,
268,Experiment Group,ungram,9,UNGRAM,,57,,,a,0,57f,What the neighborhood the outage in caused sudden power?,49,,
268,Experiment Group,alternative,9,SUB,,34,,,a,1,34b,The bride insisted on this venue for her wedding.,50,,
268,Experiment Group,gram,9,GRAM,,42,,,a,1,42f,Why did the price of groceries increase suddenly?,51,,
268,Experiment Group,alternative,9,CSC,,11,,,a,1,11b,The farmer harvested corn and what else?,52,,
268,Experiment Group,alternative,9,LBC,,1,,,a,1,1b,How many cookies did you see in the jar?,53,,
268,Experiment Group,alternative,9,HDN,,23,,,a,1,23b,The boy plays videogames every day.,54,,
268,Experiment Group,gram,10,GRAM,,46,,,a,1,46f,Where did you find the missing keys?,55,,
268,Experiment Group,alternative,10,SUB,,35,,,a,1,35b,The family compromised on where to go for vacation.,56,,
268,Experiment Group,ungram,10,UNGRAM,,54,,,a,0,54f,Believe the does killed claim that who detective the poison?,57,,
268,Experiment Group,alternative,10,LBC,,5,,,a,1,5b,How many books did you fit in your locker?,58,,
268,Experiment Group,alternative,10,CSC,,15,,,a,1,15b,The woman listens to the Beatles and who else?,59,,
268,Experiment Group,alternative,10,HDN,,24,,,a,1,24b,The tourist visited her favorite restaurant.,60,,
